3109,436,HOTEL BANNATYNE,SOUTHEND AVENUE,DARLINGTON,,DL3 7HZ,01325 365859
3115,785,HICKSTEAD HOTEL,JOBS LANE,"BOLNEY , HICKSTEAD",WEST SUSSEX,RH17 5NZ,01444 248023
3119,342,CREWE ALEXANDRA FOOTBALL CLUB,GRESTY ROAD,CREWE,,CW2 8EB,01270 213014
3122,811,ORIEL COUNTRY  HOTEL & SPA,UPPER DENBIGH ROAD,ST ASAPH,DENBIGHSHIRE,LL17 0LW,01745 582716
3128,25,THE YACHT CLUB LIVERPOOL,COBURG WHARF,SEFTON STREET,LIVERPOOL,L3   4BP,0151 707 6888
3132,796,HOLIDAY INN SWINDON,MALBOROUGH ROAD,SWINDON,,SN3 6AG,01793 445566
3141,463,ASHWELLS SPORTS & COUNTRY CLUB,ASHWELLS ROAD,BENTLEY,BRENTWOOD,CM15 9SE,01277 373828
3145,53,NEW NORTHUMBRIA HOTEL,61- 69 OSBORNE ROAD,JESMOND,NEWCASTLE UPON TYNE,NE2 2AN,0191 281 4961
3152,427,DAYS HOTEL,RUSSELL COTES ROAD,EAST CLIFF,BOURNEMOUTH,BH1 3AB,01202 552111
3160,759,THE PARROT INN,FOREST GREEN,DORKING,SURREY,RH5 5RZ,01306 621339
3163,759,RUSS HILL HOTEL,RUSS HILL,CHARLWOOD,SURREY,RH8 0EL,01293 862171
3169,759,NUTFIELD PRIORY,NUTFIELD,SURREY,,RH1 4EL,01737 824400
3179,488,CRIPPS BARN,FOSSE CROSS LANE,"BIBURY , CIRENCESTER",GLOUCESTERSHIRE,GL7  5ND,01285 740035
3186,642,"BRASTEDS, MANOR FARM BARNS",FRAMINGHAM PIGOT,NORWICH,NORFOLK,NR14 7PZ,01508 491112
3192,564,LEEDS CASTLE,"LEEDS, MAIDSTONE",KENT,,ME17 1PL,01622 765400
3200,463,ABRIDGE GOLF & COUNTRY CLUB,EPPING LANE,STAPLEFORD TAWNEY,ESSEX,RM4 1ST,01708 688396
3204,339,DOWNING COLLEGE,DOWNING CONFERENCE SERVICES,,CAMBRIDGE,CB2 1DQ,01223 334860
3210,11,THE LOWRY,THE LOWRY CENTRE,THE QUAYS,SALFORD,M5 2AZ,  0161 876 2020
3214,348,THISTLE HOTEL,FRY STREET,MIDDLESBROUGH,,TS1 1JH,01642 232000
3220,345,HOLIDAY INN ELLESMERE PORT/ CHESHIRE OAKS,LOWER MERSEY STREET,ELLESMERE PORT,,CH66 2HT,0151 356 8111
3226,319,MARLSTON HOUSE,BROCKHURST AND MARLSTON SCHOOLS,"HERMITAGE, THATCHAM",BERKSHIRE,RG18 9UL, 01635 200293
3231,317,MORETEYNE MANOR,WOBURN ROAD,MARSTON MORETEYNE,BEDS,MK43 0NG,01234 767003
3243,442,30 GALGATE,BARNARD CASTLE,CO.DURHAM,,DL12 8BH,01388 607277
3246,423,BEAFORD HOUSE HOTEL,BEAFORD,WINKLEIGH,,EX19 8AB,01805 603305
3250,30,HAYDOCK PARK RACECOURSE,LODGE LANE,NEWTON-LE-WILLOWS, MERSEYSIDE,WA12 0HQ,01942 725963
3254,260,CHELSEA HARBOUR HOTEL,CHELSEA HARBOUR,FULHAM,LONDON,SW10 0XG,   020 78233000
3257,387,STORRS HALL HOTEL,STORRS PARK,WINDERMERE,,LA23 3LG,015394 47111
3262,564,ASHFORD INTERNATIONAL HOTEL,SIMONE WEIL AVENUE,ASHFORD,KENT,TN24 8UX,01233 219988
3266,463,THE HOLLYWOOD,140 SHIPWRIGHTS DRIVE,BENFLEET,ESSEX,SS7 1RF,01702 559980
3271,564,DONNINGTON MANOR HOTEL,LONDON ROAD,DUNTON GREEN,"SEVENOAKS, KENT",TN13 2TD,01732 462681
3274,759,BURFORD BRIDGE HOTEL,LONDON ROAD,MICKLEHAM,"DORKING, SURREY",RH5 6BX,01306 884561
3279,222,RIPLEY ARTS CENTRE,24 SUNDRIDGE AVENUE,BROMLEY,KENT,BR1 2PX,020 8464 5816
3282,58,NATIONAL GLASS CENTRE,LIBERTY WAY,SUNDERLAND,,SR6 0GL,0191 515 5555
3285,318,STIRRUPS COUNTRY HOUSE HOTEL,MAIDENS GREEN,BRACKNELL,BERKSHIRE,RG42 6LD,01344 882284
3288,748,BUTLEY PRIORY,WOODBRIDGE,SUFFOLK,,IP12 3NR,01394 450046
3298,692,EASTWOOD HALL,MANSFIELD ROAD,EASTWOOD,NOTTINGHAM,NG16 3SS,01773 532532
3301,695,THE RANDOLPH HOTEL,1 BEAUMONT STREET,OXFORD,,OX1 2LN,0870 400 8200
3305,504,HIGHFIELD PARK,HECKFIELD,NR  HOOK,HAMPSHIRE,RG27 0LG, 0118 932 6369
3320,350,THE REPLICA H. M. BARK ENDEAVOUR,CASTLEGATE QUAY,RIVERSIDE,STOCKTON-ON-TEES,TS18 1B2,01642 608109
3326,328,BEST WESTERN BUCKINGHAM HOTEL,A421 RING ROAD,BUCKINGHAM,,MK18 1RY,  01280 822622
3330,748,THE HOTEL VICTORIA,KIRKLEY CLIFF,LOWESTOFT,SUFFOLK,NR33 0BZ,01502 574433
3337,429,ATHELHAMPTON HOUSE,ATHELHAMPTON,DORCHESTER,,DT2 7LG,01305 868363
3345,83,MIDLAND HOTEL,CHEAPSIDE,BRADFORD,,BD1 4HU,01274 735735
3349,692,HOLME PIERREPONT HALL,HOLME PIERREPONT,NOTTINGHAM,,NG12 2LD,0115 933 2371
3354,6,RENAISSANCE MANCHESTER HOTEL,BLACKFRIARS STREET,MANCHESTER,,M3 2EQ,0161 835 2555
3359,722,STON EASTON PARK,STON EASTON,"NR, BATH",SOMERSET,BA3 4DF,01761 241631
3364,423,ST OLAVES HOTEL,MARY ARCHES STREET,EXETER,,EX4 3AZ,01392-217736
3372,564,ETCHINGHILL GOLF CLUB,ETCHINGHILL,FOLKESTONE,KENT,CT18 8FA,01303 862280
3377,819,GELLIFAWR COUNTRY HOTEL,PONTFAEN,NR. FISHGUARD,PEMBROKESHIRE,SA65 9TX,  01239 820343
3380,738,THE CROWN HOTEL,38 HIGH STREET,STONE,,ST15 8AS,01785 813535
3384,738,GUILDHALL,BORE STREET,LICHFIELD,,WS13 6LX,01543 250011
3388,256,BANK OF ENGLAND SPORTS CENTRE,ROEHAMPTON,LONDON,,SW15 5JQ,020 8392 2579
3395,442,THE MANOR HOUSE HOTEL,WEST AUCKLAND,,,DL14 9HW,01388 834834
3400,642,BURGH HALL,LORD'S LANE,BURGH CASTLE,"GREAT YARMOUTH, NORFOLK",NR31 9EP,01493 780333
3407,251,HMS BELFAST,MORGANS LANE,LONDON,,SE1 2JH, 020 7403 6246
3412,738,WHISTON HALL,BLACK LANE,WHISTON,NR CHEADLE,ST10 2HZ,01538 266260
3416,345,CHESTER ZOO,CAUGHALL ROAD,UPTON,CHESTER,CH 2 1LH,01244 380280
3419,328,OLD LUXTERS BARN,HAMBLEDEN,HENLEY-ON-THAMES,,RG9 6JW,01865 400968
3425,319,UFTON COURT,GREEN LANE,UFTON NERVET,"READING, BERKSHIRE",RG7 4HD,0118 9832099
3428,346,RHINEWOOD HOTEL,GLAZEBROOK LANE,GLAZEBROOK,WARRINGTON,WA3 5BB,0161 775 5555
3434,823,TALBOT HOTEL,TREGARON,CEREDIGION,,SY25 6JL,  01974 298208
3437,504,LANGSTONE HOTEL,NORTHNEY ROAD,HAYLING ISLAND,HAMPSHIRE,PO11 0NQ,023 9246 5011
3442,416,ROYAL PLYMOUTH,CORINTHIAN YACHT CLUB,MADEIRA ROAD,THE HOE,PL1 2NY,01752 664327
3447,796,MENZIES SWINDON HOTEL,FLEMING WAY,SWINDON,,SN1 1TN,01793 528282
3451,695,OXFORD SPIRES FOUR PILLARS HOTEL,ABINGDON ROAD,OXFORD,,OX1 4PS,01865 324324
3460,819,GILTAR HOTEL,THE ESPLANADE,TENBY,PEMBROKESHIRE,SA70 7DU,01834 842507
3463,650,BRIDGE HOUSE HOTEL,CATTERICK BRIDGE,NORTH YORKSHIRE,,DL10 7PE,01748 818331
3466,882,CRAIG-Y- NOS CASTLE,BRECON ROAD,PEN-Y-CAE,POWYS,SA9 1GL,  01639 730205
3470,442,THE ROYAL COUNTY HOTEL,OLD ELVET,DURHAM CITY,,DH1 3JN,0191 386 6821
3473,61,MINWORTH GREAVES,SELLY MANOR MUSEUM,MAPLE ROAD,"BOURNVILLE,  BIRMINGHAM",B30 2AE,0121 472 0199
3478,316,BEDFORD SWAN HOTEL,THE EMBANKMENT,BEDFORD,,MK40 1RW,01234 346565
3486,53,NEW KENT HOTEL,127 OSBORNE ROAD,,NEWCASTLE UPON TYNE,NE2 2TB,0191 281 7711/2811083
3491,326,THE OLNEY CENTRE,HIGH STREET,OLNEY,BUCKS,MK46 4EF,01234 711679
3496,258,ENGLISH SPEAKING UNION,DARTMOUTH HOUSE,37 CHARLES STREET,LONDON,W1J 5ED,202 7493 3328
3510,251,VINOPOLIS CITY OF WINE,1 BANK END,CLINK STREET,LONDON,SE1 9BU,020-7525-7163
3514,345,WILLINGTON HALL HOTEL,WILLINGTON,TARPORLEY,,CW6 0NB,01829 752321
3518,605,HILTON EAST MIDLANDS AIRPORT HOTEL,"JUNCTION 24, M1",CASTLE DONINGTON,DERBYSHIRE,DE74 7YW,01509-674000
3524,674,HOLIDAY INN RUGBY / NORTHAMPTON,CRICK,NORTHAMPTONSHIRE,,NN6 7XR,0870-400-9059
3532,328,BUCKINGHAMSHIRE GOLF CLUB,DENHAM COURT DRIVE,DENHAM,,UB9 5PG,01895 835777
3535,387,THE RYEBECK,LYTH VALLEY ROAD,BOWNESS- ON- WINDERMERE,,LA23 3JP,015394  88195
3538,674,WELLINGBOROUGH GOLF CLUB,HARROWDEN HALL,GREAT HARROWDEN,NORTHANTS,NN9 5AD,01933  677234
3542,796,LYDIARD HOUSE CONFERENCE CENTRE,LYDIARD TREGOZE,SWINDON,WILTS,SN5  9PA,01793 770062
3550,304,THE COMPASS INN,TORMARTON,NR BADMINTON,SOUTH GLOUCESTERSHIRE,GL9 1JB,01454 218242
3554,642,THE BROOK HOTEL,2 BARNARD ROAD,NORWICH,NORFOLK,NR5 9JB,01603 741161
3564,609,GARDEN HOUSE HOTEL,HIGH STREET,ST.MARTIN'S,STAMFORD,PE9 2LP,01780-763359
3570,500,HOLIDAY INN SOUTHAMPTON,HERBERT WALKER AVENUE,,SOUTHAMPTON,SO15 1HJ,0870 4009073
3574,591,CLIFTON ARMS HOTEL,WEST BEACH,,LYTHAM,FY8 5QJ,01253-739898
3583,890,HILTON HOTEL,KINGSWAY,CARDIFF,,CF10 3HH, 02920 646300
3588,527,THREE COUNTIES SHOWGROUND,THE SHOWGROUND,MALVERN,,WR13 6NW,01684-584909
3595,695,THE WESTWOOD HOTEL,HINKSEY HILL,NR BOARS HILL,OXFORD,OX1 5BG,01865 735408
3598,258,LONDON MARRIOTT HOTEL,MARRIOT HOTEL,84-86 DUKE STREET,LONDON,W1K 6JP,020 7493 1232
3604,463,BLAKE HALL,ONGAR,,ESSEX,CM5 0DG,01277 366687/362502
3613,504,HILTON BASINGSTOKE,OLD COMMON ROAD,BLACKDAM,BASINGSTOKE,RG21 3PR,01256 460460
3622,92,WOODKIRK VALLEY COUNTRY CLUB,"1172, LEEDS ROAD",WOODKIRK,,WF12 7JR,0113 2523139
3625,738,CASTLE HOTEL,LADYBANK,TAMWORTH, STAFFS,B79 7NB,01827  317700
3629,351,BOROUGH HALL,MIDDLEGATE,THE HEADLAND,HARTLEPOOL,TS24 0JD,01429 266269
3635,488,THE DAFFODIL,18-20 SUFFOLK PARADE,CHELTENHAM,,GL50 2AE,01242-700060
3642,304,TORTWORTH COURT FOUR PILLARS HOTEL,WOTTON- UNDER- EDGE,GLOUCESTERSHIRE,,GL12 8HH,01454-263000
3645,240, KINGSTON LODGE HOTEL,94 KINGSTON HILL,KINGSTON UPON THAMES,,KT2 7NP,020 8541 4481
3649,452,MERCURE BRIGHTON SEAFRONT HOTEL,149 KINGS ROAD,BRIGHTON,,BN1 2PP,01273 225502
3655,674,THE GREAT BARN,UPPER AYNHO GROUNDS,AYNHO,BANBURY,OX17 3AY,01869 810823
3660,251,THE GARDEN ROOM,34 PECKHAM ROAD,LONDON,,SE5 8QA,020 7525 7474
3664,226,THE BRIDGE HOTEL,WESTERN AVENUE,GREENFORD,MIDDLESEX,UB6 8ST,020-8566 6246
3672,642,PARK FARM HOTEL,HETHERSETT,NORWICH,NORFOLK,NR9 3DL,01603 810264
3675,6,HILTON MANCHESTER AIRPORT,OUTWOOD LANE,RINGWAY,MANCHESTER,M90 4WP,0161 856 8000
3685,77,THE PARK HALL HOTEL,PARK DRIVE,,WOLVERHAMPTON,WV4  5AJ, 01902 331121
3694,398,COUNTY HALL,DERBYSHIRE COUNTY COUNCIL,COUNTY HALL,"MATLOCK,  DERBYSHIRE",DE4 3AG,01629  536066
3699,398,SANTO'S AT HIGHAM FARM,MAIN ROAD,"HIGHAM , ALFRETON",DERBYSHIRE,DE5 6EH,01773 833812/3/4
3705,53,THE VERMONT HOTEL,CASTLE GARTH,,NEWCASTLE UPON TYNE,NE1 1RQ,0191 2331010
3710,256,THE BATTERSEA BARGE,NINE ELMS LANE,BATTERSEA,LONDON,SW8 5BP,0207498004/07740421617
3714,371,EDGCUMBE ARMS,CREMYLL,TORPOINT,CORNWALL,PL10 1HX,01752-822294
3718,75,BARONS COURT HOTEL,WALSALL ROAD,WALSALL WOOD,WALSALL,WS9 9AH, 01543 452020
3726,609,CLEY HALL HOTEL,"22,HIGH STREET",SPALDING,LINCS,PE11 1TX,  01775 725157
3732,561,THE KING CHARLES HOTEL,BROMPTON ROAD,GILLINGHAM,KENT,ME7 5QT,01634 830303
3736,497,ROYAL MARITIME CLUB,QUEEN STREET,PORTSMOUTH,,PO1 3HS,023 92824231
3739,759,FOXHILLS,STONEHILL ROAD,OTTERSHAW,SURREY,KT16 0EL,01932 872050
3742,776,DUNCHURCH PARK HOTEL,RUGBY ROAD,DUNCHURCH,RUGBY,CV22 6QW,08718 711380
3747,371,SCORRIER HOUSE,SCORRIER,REDRUTH,CORNWALL,TR16 5AU,01209 820264
3753,319,"SNELSMORE HOUSE, DONNINGTON VALLEY GOLF CLUB",SNELSMORE COMMON,NEWBURY,BERKSHIRE,RG14 3AG,01635 568144
3756,650,PRIESTS HOUSE,BARDEN TOWER,BARDEN,NORTH YORKSHIRE,BD23 6AS,01756 720616
3761,423,WAIE INN,ZEAL MONACHORUM,CREDITON,,EX17 6DF,01363 82348
3768,504,HOTEL DU VIN,14 SOUTHGATE STREET,WINCHESTER,HAMPSHIRE,SO23 9EF,  01962 841414
3771,776,HENLEY GOLF & COUNTRY CLUB,BIRMINGHAM ROAD,HENLEY IN ARDEN,,B95 5QA,01564 793715
3777,328,THE PAVILION AT LANE END,LANE END CONFERENCE CENTRE,CHURCH ROAD,LANE END,HP14 3HH,01494 881171
3784,463,CHIGWELL HALL,HIGH ROAD,CHIGWELL,ESSEX,IG7 6BD,0208 500 2735
3787,650,MARKENFIELD HALL,RIPON,,NORTH YORKSHIRE,HG4 3AD,01765 692303
3790,748,WORLINGTON HALL COUNTRY HOUSE HOTEL,MILDENHALL ROAD,WORLINGTON,SUFFOLK,IP28 8RX,01638 712237
3795,300,COMBE GROVE MANOR HOTEL AND COUNTRY CLUB,BRASSKNOCKER HILL,MONKTON COMBE,BATH,BA2 7HS,01225 834644
3799,748,FYNN VALLEY GOLF CLUB,WITNESHAM,IPSWICH,SUFFOLK,1P6 9JA,01473 785267
3805,239,CHELSEA OLD TOWN HALL,KINGS ROAD,LONDON,,SW3 5EE,020 7361 2220
3810,398,GEORGE HOTEL,MAIN ROAD,HATHERSAGE,DERBYSHIRE,S42 1BB,   01433 650436
3815,9,THE VILLAGE HOTEL AND LEISURE CLUB,WATERFOLD BUSINESS PARK,ROCHDALE ROAD,,BL9 7BQ,0161 764 4444
3824,785,GRAVETYE MANOR,VOWELLS LANE,WEST HOATHLY,WEST SUSSEX,RH19 4LJ,01342 810567
3831,692,RUDDINGTON GRANGE GOLF CLUB,WILFORD ROAD,RUDDINGTON,NOTTINGHAM,NG11 6NB,0115 921 4139
3834,695,OXFORD ABINGDON FOUR PILLARS HOTEL,MARCHAM ROAD,ABINGDON,OXFORDSHIRE,OX14 1TZ,01235 553456
3838,695,HEYTHROP PARK RESORT,ENSTONE,CHIPPING NORTON,OXFORDSHIRE,OX7 5UE,01608-673333
3841,716,TELFORD HOTEL & GOLF RESORT,GREAT HAY DRIVE,SUTTON HEIGHTS,TELFORD,TF7 4DT,01952 429977
3850,681,QUEEN ELIZABETH HIGH SCHOOL,WHETSTONE BRIDGE ROAD,HEXHAM,NORTHUMBERLAND,NE46 3JB,01434 610300
3855,58,THE SUNDERLAND MARRIOTT HOTEL,QUEENS PARADE,WHITBURN ROAD,"SUNDERLAND,TYNE AND WEAR",SR6 8DB,0191 529  2041
3858,339,LAKESIDE LODGE GOLF CENTRE,FEN ROAD,PIDLEY,HUNTINGDON,PE28 3DF,01487 740540
3864,462,BIRLING MANOR,EAST DEAN,NR/EASTBOURNE,EAST SUSSEX,BN20 0AA,01323 422024
3869,25,LIVERPOOL PHILHARMONIC HALL,HOPE STREET,LIVERPOOL,,L1 9BP,0151 210 2895
3873,322,THE OLDE BELL INN,HIGH STREET,HURLEY ON THAMES,BERKSHIRE,SL6 5LX,01628 825881
3878,550,THE GOODFELLOWSHIP,COTTINGHAM ROAD,KINGSTON UPON HULL,,HU5 4AT,01482  491111,,,,,
3882,650,FOUNTAINS HALL,FOUNTAINS ABBEY AND STUDLEY ROYAL,RIPON,NORTH YORKSHIRE,HG4 3DY,01765 643168,,,,,
3886,695,THE SCHOOL HOUSE,ROYSSE COURT,"BRIDGE STREET, ABINGDON",OXFORDSHIRE,OX14 3HU,01235 532359,,,,,
3889,695,REGATTA COURT,NORTHFIELD END,HENLEY-ON-THAMES,OXFORDSHIRE,RG9 2JN,0845 129 5900,,,,,
3893,695,WINDRUSH ROOMS,WOODGREEN,WITNEY,OXFORDSHIRE,OX28 1NB,0845 129 5900,,,,,
3904,722,ST AUDRIES PARK,WEST QUANTOXHEAD,TAUNTON,SOMERSET,TA4 4DS,01984 633633,,,,,
3914,695,THE CRAZY BEAR HOTEL,BEAR LANE,STADHAMPTON,OXFORDSHIRE,OX44 7UR,01865 890714
3920,371,WRINGFORD DOWN,HAT LANE,CAWSAND,CORNWALL,PL10 1LE,01752 822287
3925,462,HASTINGS MUSEUM AND ART GALLERY,JOHNS PLACE,BOHEMIA ROAD,"HASTINGS, EAST SUSSEX",TN34 1ET,01424 451155
3933,339,OLIVER CROMWELL HOTEL,HIGH STREET,MARCH,CAMBRIDGESHIRE,PE15 9LH,01354 602890
3939,642,CROMER TOWN COUNCIL,"NORTH LODGE, OVERSTRAND ROAD",CROMER,NORFOLK,NR27 0AH,01263 512254
3943,339,DOUBLETREE BY HILTON CAMBRIDGE,GRANTA PLACE,MILL LANE,CAMBRIDGE,CB2 1RT,01223 259981
3948,442,HARDWICK HALL HOTEL,SEDGEFIELD,COUNTY DURHAM,,TS21 2EH,01740 620253
3953,538,BLUNTSWOOD HALL,THROCKING,BUNTINGFORD,,SG9 9RN,01763 281204
3958,427,THE MAYFAIR HOTEL,27 BATH ROAD,BOURNEMOUTH,,BH1 2NW,01202 551983
3965,692,SARACENS HEAD HOTEL,MARKET PLACE,SOUTHWELL,NOTTINGHAMSHIRE,NG25 0HE,01636 812701
3969,326,BLETCHLEY PARK TRUST,SHERWOOD DRIVE,BLETCHLEY,MILTON KEYNES,MK3 6EB,01908 272697
3975,323,SWALLOWFIELD PARK,SWALLOWFIELD,,,RG7 1TG,  0118 9883815
3981,538,BUSHEY COUNTRY CLUB,HIGH STREET,BUSHEY,,WD23 1TT,0208 838 7690
3986,319,COMBE MANOR,COMBE,HUNGERFORD,BERKSHIRE,RG17 9EJ,01488 668229
3991,722,NORTHOVER MANOR HOTEL,ILCHESTER,SOMERSET,,BA22 8LD,01935 840447
3995,326,HOLIDAY INN MK EAST,LONDON ROAD,NEWPORT PAGNELL,BUCKINGHAMSHIRE,MK16 0JA,01908 613688
4002,463,FORRESTER PARK,BECKINGHAM ROAD,"GREAT TOTHAM, NR MALDON",ESSEX,CM9 8EA,01621 891406
4010,855,CASTELL DEUDRAETH,PORTMEIRION,PENRHYNDEUDRAETH,,LL48 6ET,01766 772400
4013,674,PARK INN NORTHAMPTON,SILVER STREET,NORTHAMPTON,,NN1 2TA,01604 739988
4016,258,FORTNUM & MASON,181-184 PICCADILLY,WESTMINSTER,LONDON,W1J 9ES,020 7734 8040
4022,776,HILTON WARWICK,STRATFORD ROAD,WARWICK,,CV34 6RE,01926 499555
4027,609,BEST WESTERN THE VINE HOTEL,VINE ROAD,SEACROFT,SKEGNESS,PE25 3DB,01754 610611
4032,387,AUGILL CASTLE,BROUGH,KIRKBY STEPHEN,CUMBRIA,CA17 4DE,017683 41937
4035,97,MID YORKSHIRE GOLF CLUB,HAVERCROFT LANE,"DARRINGTON, PONTEFRACT",WEST YORKSHIRE,WF8 3BP,01977 704522
4039,300,THE RIVERSIDE INN,SALTFORD MARINA,SALTFORD,BRISTOL,BS31 3EZ,01225 873862
4045,258,SPENCER HOUSE,27 ST JAMES'S PLACE,LONDON,,SW1A 1NR,020 7514 1964
4052,609,WHAPLODE MANOR,SARACENS HEAD,HOLBEACH,,PE12 8AZ,01406 422837
4060,642,WEYBOURNE STATION,SANDY LANE,WEYBOURNE,NORFOLK,NR25 7HN,01263 820800
4064,7,CHADDERTON TOWN HALL,MIDDLETON ROAD,CHADDERTON,OLDHAM,OL9 6PP,0161 911 4071
4068,717,THE WALLS,WELSH WALLS,OSWESTRY,SHROPSHIRE,SY11 1AW,01691 670970
4073,462,BATTLE ABBEY SCHOOL,HIGH STREET,BATTLE,EAST SUSSEX,TN33 0AD,01424 772385
4080,342,BELLE EPOQUE BRASSERIE,60 KING STREET,KNUTSFORD,CHESHIRE,WA16 6DT,01565 633060
4088,488,ELLENBOROUGH PARK,SOUTHAM,CHELTENHAM,,GL52 3NQ,01242 545454
4095,695,OXFORD TOWN HALL,ST ALDATES,,OXFORD,OX1 1BX,01865 249811
4098,427,ROYAL BATH HOTEL,BATH ROAD,,BOURNEMOUTH,BH1 2EW, 01202 555555
4101,246,THE VESTRY,BROMLEY SAINT LEONARD,BOW ROAD,BOW,E3 3AA,020 7364 7898
4108,301,CLIFTON HILL HOUSE,LOWER CLIFTON HILL,CLIFTON,BRISTOL,BS8 1BX,0117 903 5180
4113,258,HILTON LONDON PADDINGTON HOTEL,HILTON LONDON PADDINGTON,146 PRAED STREET,LONDON,W2 1RL,020 7850 0500
4118,371,MOUNT EDGCUMBE HOUSE,CREMYLL,TORPOINT,CORNWALL,PL10 1HZ,01752 822236
4122,689,THE NOTTINGHAM GATEWAY HOTEL,NUTHALL ROAD,NOTTINGHAM,,NG8 6AZ,0115 979 4949
4128,759,EPSOM COLLEGE,COLLEGE ROAD,EPSOM,SURREY,KT17 4JQ,01372 821133
4136,822,NATIONAL BOTANIC GARDEN OF WALES,MIDDLETON HALL,LLANARTHNE,CARMARTHENSHIRE,SA32 8HG,01558 667147
4143,258,INSTITUTION OF CIVIL ENGINEERS,1-10  GREAT GEORGE STREET,LONDON,,SW1P 3XB,020 7665 2323
4147,605,QUENBY HALL,HUNGARTON,LEICESTERSHIRE,,LE7 9JF,0116 2596474
4151,541,BURNBY HALL,POCKLINGTON,EAST RIDING OF YORKSHIRE,,YO42 2QQ,01759 303614
4157,661,BARLEY HALL,2 COFFEE YARD,OFF STONEGATE,YORK,YO1 8AR,01904 610275
4164,317,TILSWORTH GOLF CLUB,DUNSTABLE ROAD,TILSWORTH,"LEIGHTON BUZZARD, BEDS",LU7 9PU,01525 210722
4168,463,PRESTED HALL,PRESTED HALL CHASE,FEERING,"COLCHESTER, ESSEX",CO5 9EE,01376 573300
4172,564,GRANGEMOOR HOTEL,4-8 ST MICHAELS ROAD,MAIDSTONE,KENT,ME16 8BS,01622 677623
4179,371,BOSCUNDLE MANOR,TREGREHAN,ST AUSTELL,,PL25 3RL,01726 813557
4188,258,THE CALEDONIAN CLUB,9 HALKIN STREET,LONDON,,SW1X 7DR,020 7235 5162
4195,462,PLUMPTON RACECOURSE,PLUMPTON,EAST SUSSEX,,BN7 3AL,01273 890383
4201,819,HEYWOOD MOUNT HOTEL,HEYWOOD LANE,TENBY,PEMBROKESHIRE,SA70 8DA,01834 842087
4206,398,BRAMPTON MANOR,107 OLD ROAD,CHESTERFIELD,DERBYSHIRE,S40 3QR,01246 277760
4210,799,THE WEST BARN,BARTON GRANGE,BRADFORD-ON-AVON,WILTSHIRE,BA15 1LF,1225865850
4214,538,WHITE HORSE HOTEL,HERTINGFORDBURY  ROAD,HERTINGFORDBURY,HERTS,SG14 2LB,01992 586791
4224,442,BOWBURN HALL  HOTEL,BOWBURN,COUNTY DURHAM,,DH6 5NH,0191 377 0311
4231,541,WALKERGATE HOUSE,WALKERGATE,BEVERLEY,EAST RIDING OF YOURKSHIRE,HU17 9BP,01482 393600
4236,890,CARDIFF MASONIC HALL CO LTD,"8,GUILDFORD STREET",CARDIFF,,CF10 2HL,02920 396576
4245,429,KINGSTON COUNTRY COURTYARD,KINGSTON,WAREHAM,DORSET,BH20 5LR,01929 481066
4249,37,SADDLE CLUB,ROMAN ROAD,PRENTON,WIRRAL,CH43 3DB,0151 608 0881
4253,350,PRESTON HALL MUSEUM,YARM ROAD,EAGLESCLIFFE,STOCKTON-ON-TEES,TS18 1EX,01642 526474
4258,61,WARWICKSHIRE COUNTY CRICKET CLUB,THE COUNTY GROUND,"EDGBASTON ROAD, EDGBASTON",BIRMINGHAM,B5 7QZ,0121 446 3632
4266,342,ADLINGTON HALL,ADLINGTON,,MACCLESFIELD,SK10 4LF,01625 827595
4271,681,THE VICTORIA HOTEL,FRONT STREET,BAMBURGH,NORTHUMBERLAND,NE69 7BP,01668 214431
4275,339,JESUS COLLEGE,JESUS LANE,CAMBRIDGE,,CB5 8BL,1223339485
4279,58,THE QUAYSIDE EXCHANGE,"EXCHANGE BUILDING,",197 HIGH STREET EAST,"SUNDERLAND,TYNE AND WEAR",SR1 2AX,0191 5144574
4282,342,WYCHWOOD PARK GOLF CLUB,WYCHWOOD PARK,WESTON,CREWE,CW2 5EP,01270 829200
4285,304,THE SHIP INN,THORNBURY ROAD,ALVESTON,BRISTOL,BS35 3LL,01454 412521
4293,328,CROWNE PLAZA  MARLOW,FIELDHOUSE LANE,MARLOW,,SL7 1GJ,0870 444 8940
4302,250,LONDON MARRIOTT HOTEL - REGENTS PARK,128 KING HENRYS ROAD,,LONDON,NW3  3ST,0207 012 7165
4313,819,THE LORD NELSON HOTEL,HAMILTON TERRACE,MILFORD HAVEN,PEMBROKESHIRE,SA73 2AL,01646 695341
4316,423,HIGHBULLEN HOTEL,CHITTLEHAMHOLT,UMBERLEIGH,,EX37 9HD,01769 540561
4319,564,SMUGGLERS RESTAURANT,212  CANTERBURY ROAD,BIRCHINGTON,KENT,CT7 9AQ,01843 841185
4323,738,OAK FARM HOTEL,WATLING STREET,HATHERTON,CANNOCK,WS11 1SB,01543 462045
4327,328,HAMPDEN HOUSE,GREAT HAMPDEN,GREAT MISSENDEN,,HP16 9RD,01494 488631
4331,463,THE WHITE HART,POOLE STREET,GREAT YELDHAM,HALSTEAD,CO9 4HS,01787 237250
4339,897,THE GUILDHALL AND BRANGWYN HALL,SWANSEA,,,SA1 4PE,01792 636000
4348,53,NOVOTEL NEWCASTLE AIRPORT,PONTELAND ROAD,KENTON,NEWCASTLE UPON TYNE,NE3 3HZ,0191 214303
4351,416,THE ASTOR HOTEL,"14-22, ELLIOT STREET",THE HOE,,PL1 2PS,01752 225511
